subject_id,cluster,tau,xi,source_1,source_2,n_visits
SIM0066,2,1.2405434015266796,-0.29561264305160934,2.7466831496107442,1.084586391463845,4
SIM0067,2,1.3697769217238613,0.3006752016340365,3.6649444451881275,0.9277423995512052,3
SIM0068,2,0.5033578714238979,0.3144447377173607,2.511716417719365,-2.3833887029573617,3
SIM0069,1,0.8993484184878765,0.16288515516098975,-2.537249252552127,0.1975562825275035,5
SIM0070,1,-1.0649565896905917,-0.2899598214417413,-2.68329755642726,-0.6442082503864482,2
SIM0071,1,-1.7296209596808645,0.27749241077642495,-3.2449829387256415,-0.6320858228089109,4
SIM0072,2,0.9227590458884946,0.20477604222803458,2.096837323069951,0.5411308382180404,3
SIM0073,2,0.2540565410047164,0.1905373104896715,4.316526996140105,-0.8812384474360504,2
SIM0074,1,-0.14650066556567015,-0.5481358727018522,-1.2681248657106967,0.5530767870252449,3
SIM0075,2,-2.1605744300810166,0.4732622213556359,2.4299871411871994,-0.37141773608206863,2
SIM0076,1,0.9449792452626302,-0.01138953168863522,-2.8118913122554,2.020639698775832,2
SIM0077,1,1.36028244345075,-0.23538440055745027,-2.060483855708571,-1.8096169689172292,4
SIM0078,2,1.6935803830520544,-0.021958919650924915,3.6789545785916484,-0.8974929708546623,3
SIM0079,1,0.10818819320108769,-0.2465600276291494,-2.4946771395482994,1.1402094789367356,3
SIM0080,2,0.3217953371463793,-0.23763405179643554,2.9498153265565343,-1.008308886274262,4
SIM0081,2,-0.4388601427754511,0.34978409542402183,2.995272946068598,0.14563031434388482,5
SIM0082,2,2.9498923268838717,0.34801773024356375,3.147574103061686,-0.8315227726663764,2
SIM0083,2,0.9001779158788004,0.2179938749297518,0.8830405998350539,-0.5335195256828793,6
SIM0084,1,-0.683731510333971,-0.1585827483813864,-2.920508343436891,-0.5337959396592085,3
SIM0085,2,1.4356073824442963,0.018849885786515565,3.5960642330571804,0.5803959648586033,5
SIM0086,2,1.368975347233657,-0.0004796000022635392,3.011513701919191,0.1416566973910257,2
SIM0087,1,1.2254667470629594,-0.13427424739152827,-2.4588199796508223,1.1425892227901149,5
SIM0088,2,0.5069609090846721,0.18150725825978534,1.330323998975581,0.7548618924740429,6
SIM0089,1,-1.452063419626841,0.5827561678895176,-2.8341207333803085,1.249022696873495,4
SIM0090,2,-0.11980149659454038,0.14296479565917747,2.857128676271321,1.0915836193774722,3
SIM0091,2,-0.37894738338600675,0.29461271257958277,4.97180907605547,0.17050818601964934,5
SIM0092,2,-0.08485871006935512,0.011164570240866601,2.63179842701082,-1.2935048593383758,6
SIM0093,1,3.206116055708022,-0.06586931254475885,-3.1982214597325727,-0.051567839476213594,2
SIM0094,2,0.21254379600603623,0.1567774000372914,1.5129448454631134,-1.4980397753910466,2
SIM0095,2,1.229708080500927,-0.10456709759095233,3.663495814306474,-0.30620207897154783,6
SIM0096,2,0.22300149302269864,0.28734421023945445,1.0948356393230396,0.9661296810041061,4
SIM0097,2,-1.6306526951076188,0.2683144579472893,1.4714957590587303,-0.21714361307631405,3
SIM0098,1,1.0357808864449665,-0.04043025076031176,-1.3647252683468114,0.7738911809098658,5
SIM0099,2,0.19873458027918203,-0.013986358011317057,2.7155079693017563,-0.9283241307890274,4
SIM0100,2,-1.0846551474970498,-0.06505715764078028,2.005660049817306,0.3989819007023456,6
